(185.0411, 457.8824)
(198.3921, 464.6812)
(195.8296, 456.6559)
(216.8989, 455.126)
(213.3513, 468.0186)
(241.4387, 467.413)
(259.0682, 473.7961)
(221.5852, 442.8863)
(220.3846, 445.7332)
(223.1549, 439.8027)
(217.4682, 434.3839)
(200.7237, 426.3461)
(200.5698, 422.6481)
(240.1457, 447.0177)
(241.5308, 456.4574)
(186.8032, 449.9557)
(193.0671, 450.2405)
(172.8596, 425.6006)
(166.4495, 421.4053)
(159.6932, 407.1915)
(177.1689, 473.4482)
(156.1843, 478.0915)
(164.6875, 468.4602)
(167.9271, 467.5436)
(189.2424, 494.4211)
(183.4559, 511.9622)
(211.3891, 494.3396)
(210.8965, 483.1418)
(161.3631, 498.9566)
(127.0198, 483.6251)
(127.3815, 493.527)
(125.7346, 507.8907)
(133.9839, 511.9807)
(113.3918, 489.8273)
(98.217, 495.9809)
(99.4867, 490.3135)
(134.1915, 456.1702)
(132.2601, 445.9272)
(115.0229, 449.7703)
(106.9355, 452.7337)
(103.7113, 456.3941)
(113.2301, 431.7782)
(103.5264, 469.035)
(95.5851, 462.381)
(95.7545, 457.5137)
(98.8173, 465.3137)
(131.1445, 469.3505)
(129.89, 468.0923)
(123.5109, 461.1183)
(50.2608, 484.2443)
(46.3979, 472.4286)
(41.4347, 480.3523)
(29.4301, 496.913)
(36.8099, 461.7386)
(34.5242, 446.4227)
(25.852, 446.4436)
(20.8193, 442.4575)
(49.0066, 458.3525)
(31.2387, 475.1187)
(57.248, 521.695)
(64.4429, 518.6061)
(70.9991, 523.6989)
(66.236, 523.4625)
(66.0281, 516.1283)
(60.0107, 500.4088)
(78.3867, 537.3053)
(84.0734, 526.3284)
(72.6998, 546.7787)
(71.2302, 546.4942)
(73.0537, 551.0936)
(73.0, 551.065)
(75.2392, 544.2772)
(57.7945, 558.2706)
(57.0941, 568.736)
(70.8378, 560.6447)
(70.0681, 562.2153)
(68.3061, 564.0714)
(66.9594, 566.009)
(66.9362, 565.9988)
(64.3815, 577.2832)
(91.3605, 560.6239)
(83.0884, 560.4655)
(79.6332, 555.686)
(81.7108, 555.2674)
(78.6867, 566.3613)
(97.5165, 550.7033)
(94.0231, 544.9736)
(97.4628, 555.6997)
(103.3726, 561.0241)
(94.5772, 565.5134)
(86.2741, 569.0346)
(94.9079, 565.6657)
(67.5364, 481.785)
(80.3334, 469.8223)
(78.5636, 446.8154)
(74.893, 454.6214)
(78.8713, 433.6867)
(61.1034, 452.6183)
(92.8381, 447.7472)
(98.1168, 445.3539)
(91.2606, 424.4556)
(86.8511, 414.2334)
(83.958, 397.1226)
(82.3572, 401.13)
(67.0748, 402.6575)
(53.4775, 422.3532)
(47.883, 419.1159)
(50.2224, 363.5264)
(64.343, 347.5914)
(44.6588, 374.5512)
(56.848, 374.9805)
(10.0, 348.5178)
(76.4782, 318.8415)
(83.1961, 312.4837)
(62.3808, 304.8234)
(58.2484, 315.9074)
(102.1338, 339.9177)
(90.1677, 337.1314)
(119.2401, 342.3762)
(32.5543, 253.1443)
(40.6728, 274.8569)
(61.1418, 223.9082)
(78.7481, 240.4067)
(86.0278, 258.795)
(69.568, 209.44)
(44.1048, 230.5339)
(73.0692, 322.5307)
(35.4478, 404.1474)
(21.8275, 398.3207)
(35.1323, 412.6821)
(38.5258, 394.2644)
(144.5569, 576.4812)
(148.7585, 568.9569)
(160.5628, 563.3918)
(134.2225, 575.9787)
(128.4127, 588.1169)
(129.5208, 588.7557)
(121.9871, 586.2939)
(122.7952, 594.538)
(116.6082, 597.0088)
(167.1652, 578.0288)
(157.831, 596.0022)
(157.9464, 615.2562)
(130.8442, 553.4028)
(133.7991, 550.3993)
(155.4841, 547.7407)
(106.9125, 578.0427)
(103.0726, 573.9356)
(109.9058, 566.6506)
(100.033, 583.8346)
(80.0334, 602.3431)
(88.1671, 607.8943)
(86.7512, 597.7461)
(94.8619, 599.7414)
(104.3885, 605.1425)
(71.0069, 591.0435)
(224.894, 557.7644)
(229.788, 537.7517)
(209.4884, 551.3121)
(202.6936, 543.3515)
(206.7488, 539.012)
