,0,1,2,3,4,5,6
0,0.4925521392155776,721.0826137095734,5.042228204043691,5.734169568494174,2.112188825954745,1.0,8.839981754619576
1,4.390627461883817,152.17464074016573,6.075001011172235,-78.63346668883469,1.7611833059992348,3.0,-43.31797375361097
2,-4.704564441372771,655.3349272799868,-0.7420422815750727,105.60959503816828,1.543369511555579,1.0,59.73801801846156
3,-3.0687465311969975,789.9162941740494,2.3540229966858357,20.049981748609888,4.242582795877283,4.0,8.8529855742768
4,1.5532637675444363,346.7785339485281,4.814482415771904,3.5987502663299207,-0.4917427189999324,2.0,10.701916688135253
5,2.8395695713503066,206.281057861179,4.111908266999995,-24.397849614586914,3.5028659791634817,2.0,-22.084767566723805
6,1.2286587821972015,561.9107814612735,4.211817792554682,-0.18567443543449125,0.020847531288094356,2.0,11.061988286355847
7,4.512031750734364,476.67531456155297,4.6813187713627435,-77.69725774873669,2.0493812031619005,1.0,-37.51264739578489
8,0.43756692314815027,708.5345779233644,5.059177662497492,-14.43823437655394,-0.5460258319016469,0.0,9.135677697796906
9,-2.307522683946087,986.452947633214,0.22156903888392687,18.61580696667807,2.687527367747867,4.0,18.286852965011846
10,-4.749609540042989,272.94031944066364,0.6922009953918451,124.29387646703078,3.9643433161401913,2.0,51.74837135776791
11,-1.8900473663318662,563.7797262806274,2.8817071847599873,25.914895159827083,-3.9575953030352933,4.0,40.063423317667265
12,-1.1015449292621926,297.7824115409614,1.768434935507226,-1.5168266478489212,1.1030163824781767,0.0,0.7851693769820605
13,-0.6809599422279531,179.2307646134943,3.374494093896284,10.218975679977747,1.9464849590917181,0.0,0.9081632958918879
14,2.1489968772374413,575.7554008712752,7.754639294762414,-6.878659287110363,1.9607500409135032,2.0,0.23277821021630984
15,-0.9316435692543479,963.6433192669256,4.401452260015479,-9.122461462616883,-0.9782245513243109,1.0,18.62453385932731
16,-1.068404970008027,957.7629961273077,4.24959937773797,19.651583335567636,0.391016318083221,4.0,27.41698631799709
17,-1.2649355620318667,257.4909895194771,-0.7571810954103197,5.440652385477188,6.961575507099505,0.0,-19.976156045269885
18,-4.263762504083072,862.7066971734849,-0.0278994791953604,86.72949826458844,-2.624681340727097,1.0,71.1176084386723
19,3.197919622900395,599.1011570804263,8.08231510702869,-27.386644777140376,-5.966622244642905,1.0,22.155189731609962
20,-4.525857795624548,629.2409764500333,-0.16141085906010755,72.17660098780767,2.010577956792948,4.0,40.630808195732705
21,-0.8744888188123356,70.0860715749082,-0.5728734061870895,11.3945859661065,1.1193302082286802,0.0,2.621693581636693
22,0.2741342048766331,806.5425160591122,6.002722889675927,20.513378416900185,-2.4188054549143447,1.0,36.062761349289715
23,4.186034045625242,280.75269916175347,7.033817445075444,-62.430118005876835,-0.13503826375436123,4.0,-25.0598519646859
24,-4.33254846166578,599.5416621541632,0.446362157852616,100.77497909489497,7.2948984800939165,4.0,33.19872887015509
25,-0.3719915034809773,300.776801763584,1.9466008808197173,11.319253058857978,-0.3266168072623654,1.0,12.98162979375013
26,2.835178898908408,711.6503703511995,4.1845794616292356,-0.07897874433945162,5.313178295083947,2.0,-7.0591951454815245
27,-2.4506025309076493,333.88580116305155,-0.6771180946443902,23.36918700277546,1.837727567804101,4.0,11.011399253432355
28,3.2430830703379314,126.48144761779956,4.173168576915049,-34.77359318817936,1.4941094421703616,2.0,-20.833605410415135
29,-4.734054189538114,542.2400528621499,-3.709675977812857,115.19089263354013,-0.4660001669090801,2.0,70.30424804164939
30,-4.073297664559378,721.2883398828991,-3.346119851730374,65.59563159481091,4.566277566346587,2.0,28.958472329677086
31,4.116584547606561,40.61227091364883,9.092997422549264,-73.21822568111439,-0.6415557845304287,1.0,-33.2306442841625
32,-0.5634701314029193,262.8281925154985,0.8744482184682933,26.65798782033805,3.973613047505484,0.0,2.6911055704570632
33,-0.947597486320225,477.2370045130728,2.6650497571265,-0.16718351534542109,5.901911558847367,0.0,-14.146497902800721
34,1.7786342000453716,315.73572826666697,6.139314824906079,-2.8577306618341387,1.2021495328491854,3.0,0.07725110301952842
35,-4.905877819915986,235.2121651438275,-3.2583717209367227,114.49541756408118,1.2093258499951822,4.0,57.11464868493641
36,-2.9637520565724254,889.8384049593038,-1.4370103526636167,22.938687607507088,1.5008913492159088,0.0,23.262546506075985
37,-4.525349963163563,901.0757976107907,-2.7748541719979487,83.18546268730495,-2.8756185108308925,4.0,71.11672133919186
38,4.055922267136802,797.1306672419548,5.7250948557554135,-69.8773851960566,5.104246253531183,4.0,-39.413064267313935
39,-1.7811999733642736,74.45416825630402,3.4732330696437907,16.915371165390553,1.2494094603302812,4.0,4.949131106500233
40,-2.853878027575475,380.284353126732,2.9109769711234064,20.702131853742365,1.1371010378403192,3.0,13.408348838044544
